fight_fighter,opponent,fight_result,kd,str,td,sub,event,event_date,method,round,time
Jeff Curran,Takeya Mizugaki,loss,0 0,24 18,0 3,3 0,WEC 42: Torres vs. Bowles,"August. 9, 2009",S-DEC,3,5:00
Jeff Curran,Joseph Benavidez,loss,0 1,22 51,1 2,1 1,WEC 40: Torres vs. Mizugaki,"April. 5, 2009",U-DEC,3,5:00
Jeff Curran,Mike Brown,loss,0 0,19 34,0 3,0 0,WEC 34: Faber vs. Pulver,"June. 1, 2008",U-DEC,3,5:00
Jeff Curran,Urijah Faber,loss,0 0,10 14,1 0,0 1,WEC 31: Faber vs. Curran,,SUB Guillotine Choke,2,4:34
Jeff Curran,Stephen Ledbetter,win,0 0,24 18,0 5,3 0,WEC 29: Condit vs. Larson,"August. 5, 2007",U-DEC,3,5:00
Jeff Curran,Hatsu Hioki,loss,0 0,19 48,1 3,1 0,PRIDE Bushido 12,"August. 27, 2006",U-DEC,2,5:00
Jeff Curran,Matt Serra,loss,0 0,9 45,0 6,1 0,UFC 46: Supernatural,"January. 31, 2004",U-DEC,3,5:00
Jeff Curran,Todd Lally,win,-- --,-- --,-- --,-- --,WFA 3,"November. 23, 2002",SUB Triangle Choke,1,4:49
Kailin Curran,Yan Xiaonan,loss,0 0,52 96,2 0,0 0,UFC Fight Night: Bisping vs. Gastelum,"November. 25, 2017",U-DEC,3,5:00
Kailin Curran,Aleksandra Albu,loss,0 0,86 82,1 5,0 0,UFC 214: Cormier vs. Jones 2,"July. 29, 2017",U-DEC,3,5:00
Kailin Curran,Jamie Moyle,loss,0 0,47 73,0 3,1 0,The Ultimate Fighter: Tournament of Champions Finale,"December. 3, 2016",U-DEC,3,5:00
Kailin Curran,Felice Herrig,loss,0 0,5 13,0 1,0 1,UFC on FOX: Holm vs. Shevchenko,"July. 23, 2016",SUB Rear Naked Choke,1,1:59
Kailin Curran,Emily Kagan,win,0 0,21 22,1 1,2 0,UFC Fight Night: Namajunas vs. VanZant,"December. 10, 2015",SUB Rear Naked Choke,2,4:13
Kailin Curran,Alex Chambers,loss,0 0,81 44,2 2,0 2,UFC Fight Night: Miocic vs Hunt,"May. 9, 2015",SUB Armbar,3,3:15
Kailin Curran,Paige VanZant,loss,0 0,28 61,5 3,0 3,UFC Fight Night: Edgar vs Swanson,"November. 22, 2014",KO/TKO Punches,3,2:54
,,,,,,,,,,,
Will Currie,Djorden Santos,loss,0 0,41 85,2 1,0 0,DWCS 8.4,"September. 3, 2024",U-DEC,3,5:00
Chris Curtis,Max Griffin,win,0 0,64 59,0 0,0 0,UFC Fight Night: Lewis vs. Teixeira,"July. 12, 2025",S-DEC,3,5:00
Chris Curtis,Roman Kopylov,loss,0 1,142 130,0 1,0 0,UFC Fight Night: Dern vs. Ribas 2,"January. 11, 2025",KO/TKO Kick,3,4:59
Chris Curtis,Brendan Allen,loss,0 0,124 112,0 6,0 0,UFC Fight Night: Allen vs. Curtis 2,"April. 6, 2024",S-DEC,5,5:00
Chris Curtis,Marc-Andre Barriault,win,0 0,140 122,0 0,0 0,UFC 297: Strickland vs. Du Plessis,"January. 20, 2024",S-DEC,3,5:00
Chris Curtis,Nassourdine Imavov,nc,0 0,26 57,0 3,0 1,UFC 289: Nunes vs. Aldana,"June. 10, 2023",CNC,2,3:04
Chris Curtis,Kelvin Gastelum,loss,0 0,70 83,0 0,0 0,UFC 287: Pereira vs. Adesanya 2,"April. 8, 2023",U-DEC,3,5:00
Chris Curtis,Joaquin Buckley,win,1 0,36 50,0 0,0 0,UFC 282: Blachowicz vs. Ankalaev,"December. 10, 2022",KO/TKO Punch,2,2:49
Chris Curtis,Jack Hermansson,loss,0 0,43 100,0 0,0 0,UFC Fight Night: Blaydes vs. Aspinall,"July. 23, 2022",U-DEC,3,5:00
Chris Curtis,Rodolfo Vieira,win,0 0,109 86,0 0,0 0,UFC Fight Night: Tsarukyan vs. Gamrot,"June. 25, 2022",U-DEC,3,5:00
Chris Curtis,Brendan Allen,win,1 0,61 43,0 0,0 1,UFC Fight Night: Font vs. Aldo,"December. 4, 2021",KO/TKO Knees,2,1:58
Chris Curtis,Phil Hawes,win,1 0,21 48,0 0,0 0,UFC 268: Usman vs. Covington 2,"November. 6, 2021",KO/TKO Punch,1,4:27
Chris Curtis,Sean Lally,win,1 0,84 62,0 0,0 0,DWCS 2.1,"June. 12, 2018",KO/TKO Kick,3,1:37
Ion Cutelaba,Modestas Bukauskas,loss,0 0,58 44,0 0,0 0,UFC 315: Muhammad vs. Della Maddalena,"May. 10, 2025",S-DEC,3,5:00
Ion Cutelaba,Ibo Aslan,win,0 0,14 15,2 0,1 0,UFC Fight Night: Cejudo vs. Song,"February. 22, 2025",SUB Arm Triangle,1,2:51
Ion Cutelaba,Ivan Erslan,win,0 0,45 39,3 1,0 0,UFC Fight Night: Moicano vs. Saint Denis,"September. 28, 2024",S-DEC,3,5:00
Ion Cutelaba,Philipe Lins,loss,0 0,47 67,0 2,0 0,UFC 299: O'Malley vs. Vera 2,"March. 9, 2024",U-DEC,3,5:00
Ion Cutelaba,Tanner Boser,win,0 0,30 5,1 0,0 0,UFC Fight Night: Holloway vs. Allen,"April. 15, 2023",KO/TKO Punches,1,2:05
Ion Cutelaba,Kennedy Nzechukwu,loss,0 1,9 24,2 0,0 0,UFC Fight Night: Nzechukwu vs. Cutelaba,"November. 19, 2022",KO/TKO Knee,2,1:02
Ion Cutelaba,Johnny Walker,loss,0 0,3 3,1 1,0 3,UFC 279: Diaz vs. Ferguson,"September. 10, 2022",SUB Rear Naked Choke,1,4:37
Ion Cutelaba,Ryan Spann,loss,0 0,2 4,3 0,0 1,UFC Fight Night: Blachowicz vs. Rakic,"May. 14, 2022",SUB Guillotine Choke,1,2:22
Ion Cutelaba,Devin Clark,win,1 0,64 23,8 1,0 0,UFC Fight Night: Smith vs. Spann,"September. 18, 2021",U-DEC,3,5:00
Ion Cutelaba,Dustin Jacoby,draw,0 0,71 84,9 1,0 0,UFC Fight Night: Reyes vs. Prochazka,"May. 1, 2021",S-DEC,3,5:00
Ion Cutelaba,Magomed Ankalaev,loss,0 2,11 21,0 0,0 0,UFC 254: Khabib vs. Gaethje,"October. 24, 2020",KO/TKO Punch,1,4:19
Ion Cutelaba,Magomed Ankalaev,loss,0 0,5 8,0 0,0 0,UFC Fight Night: Benavidez vs. Figueiredo,"February. 29, 2020",KO/TKO Punches,1,0:38
Ion Cutelaba,Khalil Rountree Jr.,win,0 0,15 5,4 0,0 0,UFC Fight Night: Hermansson vs. Cannonier,"September. 28, 2019",KO/TKO Elbows,1,2:35
Ion Cutelaba,Glover Teixeira,loss,0 0,74 30,0 0,0 1,UFC Fight Night: Jacare vs. Hermansson,"April. 27, 2019",SUB Rear Naked Choke,2,3:37
Ion Cutelaba,Gadzhimurad Antigulov,win,0 0,40 12,0 3,0 0,UFC Fight Night: Alvarez vs. Poirier 2,"July. 28, 2018",KO/TKO Elbows,1,4:25
Ion Cutelaba,Henrique da Silva,win,1 0,15 1,0 0,0 0,UFC Fight Night: Lewis vs. Hunt,"June. 10, 2017",KO/TKO Punch,1,0:22
Ion Cutelaba,Jared Cannonier,loss,0 0,45 59,6 0,0 0,The Ultimate Fighter: Tournament of Champions Finale,"December. 3, 2016",U-DEC,3,5:00
Ion Cutelaba,Jonathan Wilson,win,0 0,89 30,0 0,0 0,UFC Fight Night: Lineker vs. Dodson,"October. 1, 2016",U-DEC,3,5:00
Ion Cutelaba,Misha Cirkunov,loss,0 0,24 44,0 1,0 1,UFC Fight Night: MacDonald vs Thompson,"June. 18, 2016",SUB Arm Triangle,3,1:22
Gleidson Cutis,Thiago Moises,loss,0 2,13 36,0 0,0 0,DWCS Brazil 1.3,"August. 12, 2018",KO/TKO Kick,1,4:21
Sarah D'alelio,Ronda Rousey,loss,0 0,1 0,0 0,0 1,Strikeforce Challengers 18,"August. 12, 2011",SUB Armbar,1,0:25
Marcos da Matta,Pablo Alfonso,loss,-- --,-- --,-- --,-- --,Strikeforce - Miami,"January. 30, 2010",SUB Armbar,1,1:47
Henrique da Silva,Johnny Walker,loss,0 0,53 81,0 1,0 3,DWCS Brazil 1.2,"August. 11, 2018",U-DEC,3,5:00
Henrique da Silva,Gokhan Saki,loss,0 2,20 40,0 0,0 0,UFC Fight Night: Saint Preux vs. Okami,"September. 22, 2017",KO/TKO Punch,1,4:45
Henrique da Silva,Ion Cutelaba,loss,0 1,1 15,0 0,0 0,UFC Fight Night: Lewis vs. Hunt,"June. 10, 2017",KO/TKO Punch,1,0:22
Henrique da Silva,Jordan Johnson,loss,0 0,22 39,0 4,0 2,UFC on FOX: Shevchenko vs. Pena,"January. 28, 2017",U-DEC,3,5:00
Henrique da Silva,Paul Craig,loss,0 0,16 31,1 1,0 3,UFC on FOX: VanZant vs. Waterson,"December. 17, 2016",SUB Armbar,2,1:59
Henrique da Silva,Joachim Christensen,win,0 1,44 50,0 0,1 0,UFC Fight Night: Lineker vs. Dodson,"October. 1, 2016",SUB Armbar,2,4:43
Henrique da Silva,Jonathan Wilson,win,0 1,81 66,0 1,0 0,UFC 199: Rockhold vs. Bisping 2,"June. 4, 2016",KO/TKO Punches,2,4:11
Ariane da Silva,Wang Cong,loss,0 1,63 143,0 0,0 0,UFC 316: Dvalishvili vs. O'Malley 2,"June. 7, 2025",U-DEC,3,5:00
Ariane da Silva,Jasmine Jasudavicius,loss,0 0,42 36,0 3,0 1,UFC Fight Night: Moreno vs. Albazi,"November. 2, 2024",SUB D'Arce Choke,3,2:28
Ariane da Silva,Karine Silva,loss,0 0,42 27,0 5,0 0,UFC Fight Night: Nicolau vs. Perez,"April. 27, 2024",U-DEC,3,5:00
Ariane da Silva,Casey O'Neill,win,0 0,64 31,1 0,1 0,UFC 296: Edwards vs. Covington,"December. 16, 2023",SUB Armbar,2,1:18
Ariane da Silva,Melissa Gatto,win,0 0,66 85,1 0,0 0,UFC Fight Night: Strickland vs. Magomedov,"July. 1, 2023",S-DEC,3,5:00
Ariane da Silva,JJ Aldrich,win,0 0,101 49,2 0,0 0,UFC Fight Night: Yan vs. Dvalishvili,"March. 11, 2023",U-DEC,3,5:00
Ariane da Silva,Priscila Cachoeira,loss,0 1,4 20,0 0,0 0,UFC Fight Night: Vera vs. Cruz,"August. 13, 2022",KO/TKO Punches,1,1:05
Ariane da Silva,Mandy Bohm,win,2 0,87 36,0 0,0 0,UFC Fight Night: Smith vs. Spann,"September. 18, 2021",U-DEC,3,5:00
Ariane da Silva,Montana De La Rosa,loss,0 0,11 29,0 2,0 0,UFC Fight Night: Rozenstruik vs. Sakai,"June. 5, 2021",KO/TKO Punches,2,4:27
Ariane da Silva,Antonina Shevchenko,loss,0 0,15 39,0 1,0 0,UFC 255: Figueiredo vs. Perez,"November. 21, 2020",KO/TKO Punches,2,4:33
Ariane da Silva,Luana Carolina,win,0 0,3 2,0 0,1 1,UFC Fight Night: Figueiredo vs. Benavidez 2,"July. 18, 2020",SUB Kneebar,1,1:28
Ariane da Silva,Isabela de Padua,win,1 0,31 15,0 2,1 1,UFC Fight Night: Blachowicz vs. Jacare,"November. 16, 2019",U-DEC,3,5:00
Ariane da Silva,Molly McCann,loss,0 0,68 108,0 2,0 0,UFC Fight Night: Moicano vs. The Korean Zombie,"June. 22, 2019",U-DEC,3,5:00
Ariane da Silva,Joanne Wood,loss,0 0,53 85,1 1,0 2,UFC Fight Night: Cejudo vs. Dillashaw,"January. 19, 2019",U-DEC,3,5:00
Alex Da Silva,Joe Solecki,loss,1 0,35 33,0 1,0 3,UFC Fight Night: Volkov vs. Rozenstruik,"June. 4, 2022",M-DEC,3,5:00
Alex Da Silva,Brad Riddell,loss,0 0,54 67,3 1,1 0,UFC 253: Adesanya vs. Costa,"September. 26, 2020",U-DEC,3,5:00
Alex Da Silva,Kazula Vargas,win,0 0,17 20,3 0,0 0,UFC Fight Night: Shevchenko vs. Carmouche 2,"August. 10, 2019",U-DEC,3,5:00
Alex Da Silva,Alexander Yakovlev,loss,0 0,8 14,1 1,0 1,UFC Fight Night: Overeem vs. Oleinik,"April. 20, 2019",SUB Schultz Front Headlock,2,3:10
Radley Da Silva,George Mangos,win,0 0,4 14,6 0,0 2,DWCS 9.1,"August. 12, 2025",U-DEC,3,5:00
,,,,,,,,,,,
Deni Daffa,Ren Yawei,loss,0 0,7 13,0 0,0 1,Road to UFC 4.3 + 4.4,"May. 23, 2025",SUB Guillotine Choke,1,2:01
Nicolas Dalby,Saygid Izagakhmaev,win,0 0,26 20,0 4,0 0,UFC Fight Night: Tsarukyan vs. Hooker,"November. 22, 2025",S-DEC,3,5:00
Nicolas Dalby,Randy Brown,loss,1 1,26 54,0 0,0 0,UFC Fight Night: Machado Garry vs. Prates,"April. 26, 2025",KO/TKO Punch,2,1:39
Nicolas Dalby,Rinat Fakhretdinov,loss,0 0,66 68,0 5,0 0,UFC Fight Night: Whittaker vs. Aliskerov,"June. 22, 2024",S-DEC,3,5:00
Nicolas Dalby,Gabriel Bonfim,win,1 0,53 39,0 3,0 1,UFC Fight Night: Almeida vs. Lewis,"November. 4, 2023",KO/TKO Knees,2,4:33
Nicolas Dalby,Muslim Salikhov,win,0 0,86 57,2 2,0 0,UFC Fight Night: Vettori vs. Cannonier,"June. 17, 2023",U-DEC,3,5:00
Nicolas Dalby,Warlley Alves,win,0 0,119 66,0 1,0 0,UFC 283: Teixeira vs. Hill,"January. 21, 2023",S-DEC,3,5:00
Nicolas Dalby,Claudio Silva,win,0 0,45 11,1 4,1 0,UFC Fight Night: Blaydes vs. Aspinall,"July. 23, 2022",U-DEC,3,5:00
Nicolas Dalby,Tim Means,loss,0 0,54 53,0 1,0 0,UFC Fight Night: Gane vs. Volkov,"June. 26, 2021",U-DEC,3,5:00
Nicolas Dalby,Daniel Rodriguez,win,0 0,50 83,0 0,0 0,UFC 255: Figueiredo vs. Perez,"November. 21, 2020",U-DEC,3,5:00
Nicolas Dalby,Jesse Ronson,nc,0 1,20 30,0 0,0 1,UFC Fight Night: Whittaker vs. Till,"July. 25, 2020",Overturned Rear Naked Choke,1,2:48
Nicolas Dalby,Alex Oliveira,win,0 0,31 18,1 3,0 0,UFC Fight Night: Hermansson vs. Cannonier,"September. 28, 2019",U-DEC,3,5:00
Nicolas Dalby,Peter Sobotta,loss,0 1,14 38,0 3,0 1,UFC Fight Night: Arlovski vs. Barnett,"September. 3, 2016",U-DEC,3,5:00
Nicolas Dalby,Zak Cummings,loss,0 1,57 56,0 1,0 1,UFC Fight Night: Rothwell vs Dos Santos,"April. 10, 2016",U-DEC,3,5:00
Nicolas Dalby,Darren Till,draw,0 1,84 49,2 0,0 0,UFC Fight Night: Holohan vs Smolka,"October. 24, 2015",M-DEC,3,5:00
Nicolas Dalby,Elizeu Zaleski dos Santos,win,0 0,41 57,6 0,0 0,UFC Fight Night: Condit vs Alves,"May. 30, 2015",S-DEC,3,5:00
Paul Daley,Kazuo Misaki,loss,0 0,44 43,3 1,0 0,Strikeforce - Tate vs. Rousey,"March. 3, 2012",S-DEC,3,5:00
Paul Daley,Tyron Woodley,loss,0 0,21 20,0 2,0 0,Strikeforce - Fedor vs. Henderson,"July. 30, 2011",U-DEC,3,5:00
Paul Daley,Nick Diaz,loss,1 1,20 44,0 0,0 0,Strikeforce - Diaz vs. Daley,,KO/TKO Punches,1,4:57
Paul Daley,Scott Smith,win,2 0,17 5,0 0,0 0,Strikeforce - Henderson vs. Babalu,"December. 4, 2010",KO/TKO Punch,1,2:09
Paul Daley,Josh Koscheck,loss,0 0,11 19,0 4,0 1,UFC 113: Machida vs Shogun 2,"May. 8, 2010",U-DEC,3,5:00
Paul Daley,Dustin Hazelett,win,1 0,8 4,0 0,0 0,UFC 108: Evans vs Silva,"January. 2, 2010",KO/TKO Punch,1,2:24
Paul Daley,Martin Kampmann,win,0 0,27 12,0 0,0 0,UFC 103: Franklin vs Belfort,"September. 19, 2009",KO/TKO Punches,1,2:31
Paul Daley,Junior Barata,win,1 0,21 10,0 0,0 0,WFC 8: D-Day,"April. 18, 2009",KO/TKO Kick,1,2:29
Paul Daley,Aurelijus Kerpe,win,1 0,13 2,0 0,0 0,Ultimate Gladiators,"March. 29, 2009",KO/TKO Knee,1,1:35
Paul Daley,Jake Shields,loss,0 0,17 21,0 3,0 1,EliteXC - Heat,"October. 4, 2008",SUB Armbar,2,3:47
Paul Daley,Sammy Morgan,win,1 0,9 1,0 2,0 0,EliteXC - ShoXC 4,"January. 25, 2008",KO/TKO Elbow,1,2:12
Paul Daley,Duane Ludwig,win,1 0,21 17,1 0,0 0,Strikeforce - Shamrock vs. Baroni,"June. 22, 2007",KO/TKO Punches,2,0:42
Dave Dalgliesh,Thiago Silva,loss,0 0,0 2,0 0,0 1,Fury FC 1,"September. 27, 2006",SUB Heel Hook,1,1:05
Richard Dalton,Daniel Puder,loss,0 0,18 49,1 0,0 11,Strikeforce - Playboy Mansion,"September. 29, 2007",U-DEC,3,5:00
Aisling Daly,Ericka Almeida,win,0 0,59 19,2 1,0 0,UFC Fight Night: Holohan vs Smolka,"October. 24, 2015",U-DEC,3,5:00
Aisling Daly,Randa Markos,loss,0 0,27 18,2 2,1 1,UFC 186: Johnson vs Horiguchi,"April. 25, 2015",U-DEC,3,5:00
Aisling Daly,Alex Chambers,win,0 0,16 12,1 1,1 0,The Ultimate Fighter: A Champion Will Be Crowned Finale,"December. 12, 2014",SUB Armbar,1,4:53
,,,,,,,,,,,
Leonardo Damiani,AJ Fletcher,loss,0 1,4 10,0 1,0 0,DWCS 5.1,"August. 31, 2021",KO/TKO Flying Knee,1,2:24
Rodrigo Damm,Evan Dunham,loss,0 0,47 152,0 1,0 0,UFC 182: Jones vs Cormier,"January. 3, 2015",U-DEC,3,5:00
Rodrigo Damm,Al Iaquinta,loss,0 1,57 93,0 0,0 0,UFC Fight Night: Jacare vs Mousasi,"September. 5, 2014",KO/TKO Elbows,3,2:26
Rodrigo Damm,Rashid Magomedov,loss,0 1,37 63,0 0,0 0,UFC Fight Night: Miocic vs Maldonado,"May. 31, 2014",U-DEC,3,5:00
Rodrigo Damm,Ivan Jorge,win,0 0,68 63,1 0,1 1,UFC Fight Night: Machida vs Mousasi,"February. 15, 2014",U-DEC,3,5:00
Rodrigo Damm,Mizuto Hirota,win,0 0,76 102,2 0,0 0,UFC on FUEL TV: Nogueira vs. Werdum,"June. 8, 2013",S-DEC,3,5:00
Rodrigo Damm,Antonio Carvalho,loss,0 0,50 48,0 0,0 0,UFC 154: St-Pierre vs Condit,"November. 17, 2012",S-DEC,3,5:00
Rodrigo Damm,Anistavio Medeiros,win,0 0,11 8,0 0,1 0,UFC 147: Silva vs Franklin 2,"June. 23, 2012",SUB Rear Naked Choke,1,2:12
Rodrigo Damm,Justin Wilcox,loss,0 1,7 21,0 0,0 0,Strikeforce Challengers 15,"April. 1, 2011",KO/TKO,1,5:00
Rodrigo Damm,Gilbert Melendez,loss,0 0,3 20,0 2,0 0,Strikeforce - Shamrock vs. Diaz,,KO/TKO Punch,2,2:02
Carina Damm,Hitomi Akano,loss,-- --,-- --,-- --,-- --,Strikeforce Challengers 10,"August. 13, 2010",SUB Armbar,2,1:48
Batgerel Danaa,Brady Hiestand,loss,1 0,41 45,1 3,0 0,UFC Fight Night: Pavlovich vs. Blaydes,"April. 22, 2023",KO/TKO Punches,3,4:21
Batgerel Danaa,Kyung Ho Kang,loss,0 0,109 100,0 0,0 0,UFC 275: Teixeira vs. Prochazka,"June. 11, 2022",U-DEC,3,5:00
Batgerel Danaa,Chris Gutierrez,loss,0 1,30 41,1 0,0 0,UFC Fight Night: Blaydes vs. Daukaus,"March. 26, 2022",KO/TKO Spinning Back Fist,2,2:34
Batgerel Danaa,Brandon Davis,win,1 0,22 7,0 0,0 0,UFC Fight Night: Ladd vs. Dumont,"October. 16, 2021",KO/TKO Punches,1,2:01
Batgerel Danaa,Kevin Natividad,win,1 0,7 3,0 0,0 0,UFC 261: Usman vs. Masvidal 2,"April. 24, 2021",KO/TKO Punch,1,0:50
Batgerel Danaa,Guido Cannetti,win,1 0,17 11,0 0,0 0,UFC 248: Adesanya vs. Romero,"March. 7, 2020",KO/TKO Punch,1,3:01
Batgerel Danaa,Alatengheili,loss,0 0,85 36,0 3,0 0,UFC Fight Night: Andrade vs. Zhang,"August. 31, 2019",U-DEC,3,5:00
Cindy Dandois,Alexis Davis,loss,0 0,47 51,5 0,0 2,UFC Fight Night: Swanson vs. Lobov,"April. 22, 2017",U-DEC,3,5:00
Peter Danesoe,Sulangrangbo,loss,0 1,19 24,0 0,0 0,Road to UFC 4.3 + 4.4,"May. 23, 2025",KO/TKO Punches,1,3:48
Peter Danesoe,Nyamjargal Tumendemberel,loss,0 0,7 24,0 1,0 1,Road to UFC 2.5 + 2.6,"August. 27, 2023",SUB Rear Naked Choke,1,1:02
Peter Danesoe,Sim Kai Xiong,win,1 0,20 14,0 2,0 0,Road to UFC 2.3 + 2.4,"May. 28, 2023",KO/TKO Flying Knee,1,4:23
Jarjis Danho,Yorgan De Castro,win,1 0,10 2,0 0,0 0,UFC Fight Night: Vettori vs. Holland,"April. 10, 2021",KO/TKO Punch,1,3:02
Jarjis Danho,Christian Colombo,draw,0 0,52 76,1 0,0 0,UFC Fight Night: Arlovski vs. Barnett,"September. 3, 2016",M-DEC,3,5:00
Jarjis Danho,Daniel Omielanczuk,loss,0 0,38 77,0 0,0 0,UFC Fight Night: Silva vs Bisping,"February. 27, 2016",M-DEC,3,1:31
Jose Daniel Medina,Dusko Todorovic,loss,0 0,9 16,0 2,0 1,UFC Fight Night: Lopes vs. Silva,"September. 13, 2025",SUB Rear Naked Choke,1,4:21
Jose Daniel Medina,Ateba Gautier,loss,0 1,17 28,0 0,0 0,UFC Fight Night: Moreno vs. Erceg,"March. 29, 2025",KO/TKO Knee,1,3:32
Jose Daniel Medina,Zach Reese,loss,0 0,32 75,1 5,0 1,UFC Fight Night: Cannonier vs. Borralho,"August. 24, 2024",U-DEC,3,5:00
Jose Daniel Medina,Magomed Gadzhiyasulov,loss,0 0,24 73,0 6,0 0,DWCS 7.9,"October. 3, 2023",U-DEC,3,5:00
Raymond Daniels,Jeremiah Metcalf,loss,0 0,0 13,0 2,1 1,Strikeforce - Melendez vs. Thomson,"June. 27, 2008",SUB Rear Naked Choke,2,1:59
Marques Daniels,Len Bentley,loss,-- --,-- --,-- --,-- --,Strikeforce Challengers 2,"June. 19, 2009",U-DEC,3,5:00
,,,,,,,,,,,
Alexandre Dantas,Gan McGee,loss,0 0,1 9,0 0,1 0,UFC 41: Onslaught,"February. 28, 2003",KO/TKO Punches,1,4:49
Alexandre Dantas,Yuki Kondo,loss,0 1,14 33,2 0,0 0,UFC 27: Ultimate Bad Boyz,"September. 22, 2000",KO/TKO Flying Knee,3,2:28
,,,,,,,,,,,
Mac Danzig,Joe Lauzon,loss,0 0,52 43,0 3,0 2,UFC on FOX: Johnson vs. Benavidez 2,"December. 14, 2013",U-DEC,3,5:00
Mac Danzig,Melvin Guillard,loss,0 1,23 39,0 0,0 0,UFC on FOX: Johnson vs Moraga,"July. 27, 2013",KO/TKO Punch,2,2:47
Mac Danzig,Takanori Gomi,loss,0 1,64 54,2 1,1 0,UFC Macao: Franklin vs Le,"November. 10, 2012",S-DEC,3,5:00
Mac Danzig,Efrain Escudero,win,0 0,67 56,1 0,0 1,UFC 145: Jones vs Evans,"April. 21, 2012",U-DEC,3,5:00
Mac Danzig,Matt Wiman,loss,0 0,66 93,2 2,1 1,UFC Live: Cruz vs Johnson,"October. 1, 2011",U-DEC,3,5:00
Mac Danzig,Joe Stevenson,win,1 0,9 6,0 0,0 0,UFC 124: St-Pierre vs Koscheck 2,"December. 11, 2010",KO/TKO Punch,1,1:54
Mac Danzig,Matt Wiman,loss,0 0,4 4,1 0,0 2,UFC 115: Liddell vs Franklin,"June. 12, 2010",SUB Guillotine Choke,1,1:45
Mac Danzig,Justin Buchholz,win,0 0,62 30,3 0,0 1,UFC 109: Relentless,"February. 6, 2010",U-DEC,3,5:00
Mac Danzig,Jim Miller,loss,0 0,20 37,0 6,1 1,UFC 100,"July. 11, 2009",U-DEC,3,5:00
Mac Danzig,Josh Neer,loss,1 0,33 46,0 0,0 3,UFC Fight Night: Lauzon vs Stephens,"February. 7, 2009",SUB Triangle Choke,2,3:36
Mac Danzig,Clay Guida,loss,0 0,36 43,1 10,0 0,UFC Fight Night: Diaz vs Neer,"September. 17, 2008",U-DEC,3,5:00
Mac Danzig,Mark Bocek,win,1 0,46 22,1 3,2 0,UFC 83: Serra vs St-Pierre 2,"April. 19, 2008",SUB Rear Naked Choke,3,3:48
Mac Danzig,Tommy Speer,win,0 0,10 4,1 0,1 0,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,,SUB Rear Naked Choke,1,2:01
Mac Danzig,Hayato Sakurai,loss,0 1,16 38,0 2,0 1,PRIDE 33: The Second Coming,"February. 24, 2007",KO/TKO Punch,2,4:01
Mac Danzig,Kurt Pellegrino,loss,-- --,-- --,-- --,-- --,WEC 4: Rumble Under the Sun,"August. 31, 2002",U-DEC,3,5:00
Karen Darabedyan,Will Kerr,loss,0 0,3 5,1 0,0 1,WEC 49: Varner vs. Shalorus,"June. 20, 2010",SUB Armbar,1,1:20
Karen Darabedyan,Bart Palaszewski,loss,0 0,18 3,1 0,0 1,WEC 47: Bowles vs. Cruz,"March. 6, 2010",SUB Armbar,1,4:40
Karen Darabedyan,Rob McCullough,win,0 0,51 47,1 0,0 0,WEC 44: Brown vs. Aldo,"November. 18, 2009",S-DEC,3,5:00
Beneil Dariush,Benoit Saint Denis,loss,0 1,3 3,0 0,0 0,UFC 322: Della Maddalena vs. Makhachev,"November. 15, 2025",KO/TKO Punch,1,0:16
Beneil Dariush,Renato Moicano,win,0 1,56 31,5 0,0 0,UFC 317: Topuria vs. Oliveira,"June. 28, 2025",U-DEC,3,5:00
Beneil Dariush,Arman Tsarukyan,loss,0 1,2 8,0 0,0 0,UFC Fight Night: Dariush vs. Tsarukyan,"December. 2, 2023",KO/TKO Punch,1,1:04
Beneil Dariush,Charles Oliveira,loss,0 1,12 26,0 0,0 0,UFC 289: Nunes vs. Aldana,"June. 10, 2023",KO/TKO Punches,1,4:10
Beneil Dariush,Mateusz Gamrot,win,1 0,59 33,0 4,0 0,UFC 280: Oliveira vs. Makhachev,"October. 22, 2022",U-DEC,3,5:00
Beneil Dariush,Tony Ferguson,win,0 0,23 15,3 0,1 1,UFC 262: Oliveira vs. Chandler,"May. 15, 2021",U-DEC,3,5:00
Beneil Dariush,Diego Ferreira,win,0 0,62 54,5 0,0 0,UFC Fight Night: Overeem vs. Volkov,"February. 6, 2021",S-DEC,3,5:00
Beneil Dariush,Scott Holtzman,win,1 0,36 9,0 0,0 0,UFC Fight Night: Lewis vs. Oleinik,"August. 8, 2020",KO/TKO Spinning Back Fist,1,4:38
Beneil Dariush,Drakkar Klose,win,1 0,12 15,1 0,2 0,UFC 248: Adesanya vs. Romero,"March. 7, 2020",KO/TKO Punch,2,1:00
Beneil Dariush,Frank Camacho,win,0 0,13 3,2 0,1 0,UFC Fight Night: Maia vs. Askren,"October. 26, 2019",SUB Rear Naked Choke,1,2:02
Beneil Dariush,Drew Dober,win,0 0,37 31,2 0,1 0,UFC Fight Night: Lewis vs. Dos Santos,"March. 9, 2019",SUB Armbar,2,4:41
Beneil Dariush,Thiago Moises,win,0 0,44 8,4 0,2 4,UFC Fight Night: Korean Zombie vs. Rodriguez,"November. 10, 2018",U-DEC,3,5:00
Beneil Dariush,Alexander Hernandez,loss,0 1,4 8,0 0,0 0,UFC 222: Cyborg vs. Kunitskaya,"March. 3, 2018",KO/TKO Punch,1,0:42
