reach_diff,age_diff,height_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,str_def_total_diff,td_avg_diff,td_acc_total_diff,td_def_total_diff,sub_avg_diff,wins_total_diff,losses_total_diff,target
5.0800000000000125,1.0,0.0,1.2799999999999994,0.8900000000000006,0.1099999999999999,-0.07,1.09,0.25,0.43,0.5,-8,-3,1
-12.700000000000015,-3.0,0.0,-1.85,-2.51,0.02,-0.0299999999999999,0.88,-0.8,-0.23,0.6000000000000001,-5,-1,0
-5.079999999999984,-5.0,-7.6200000000000045,-0.7000000000000002,0.5699999999999998,-0.1699999999999999,-0.1099999999999999,0.77,0.1599999999999999,-0.13,0.4,2,3,1
-2.539999999999992,-8.0,-2.539999999999992,1.4500000000000002,0.7400000000000002,0.08,0.01,-0.3999999999999999,0.2499999999999999,0.2099999999999999,0.0999999999999998,6,-2,1
15.240000000000007,-5.0,2.539999999999992,1.9800000000000004,1.04,0.01,-0.0799999999999999,-0.3500000000000001,0.0099999999999999,0.29,-0.6,-3,-7,1
7.6200000000000045,-4.0,10.159999999999997,2.3100000000000005,1.7499999999999998,-0.0999999999999999,-0.2099999999999999,-0.77,-0.03,0.25,1.1,2,0,1
-10.159999999999997,-3.0,2.5400000000000205,7.32,0.69,0.21,0.06,-1.16,-0.2,0.5700000000000001,-0.0999999999999999,1,-2,1
-10.159999999999997,1.0,-2.5400000000000205,-0.7399999999999998,0.98,0.0099999999999999,0.01,0.29,-0.1099999999999999,-0.1899999999999999,-0.3999999999999999,-1,-3,0
-7.6200000000000045,4.0,7.619999999999976,4.77,1.66,0.1999999999999999,0.0999999999999999,-11.01,0.3,0.46,-1.6,-3,1,0
-2.539999999999992,2.0,10.159999999999997,2.28,0.73,0.05,0.08,1.89,-0.2199999999999999,0.06,0.0,-2,2,0
-17.78,9.0,-15.240000000000007,0.8000000000000003,1.38,-0.1499999999999999,-0.02,0.1999999999999999,-0.2,0.06,0.0,-3,-1,0
5.079999999999984,-7.0,2.5400000000000205,1.46,-2.3300000000000005,0.21,0.14,0.45,0.14,-0.2299999999999999,0.0,0,-8,1
2.539999999999992,-1.0,0.0,-2.03,2.07,-0.13,-0.05,1.6,0.41,-0.3199999999999999,0.3,1,-2,1
-10.159999999999997,1.0,-7.6200000000000045,-2.4700000000000006,1.0099999999999998,-0.05,-0.3099999999999999,2.37,1.0,0.09,0.6,6,-1,1
2.5400000000000205,0.0,7.6200000000000045,0.7200000000000002,2.6500000000000004,-0.18,-0.0599999999999999,-4.34,-0.2299999999999999,-0.0899999999999999,0.7,5,7,0
